text,label,intent_name,orig_train_index
I've transferred money into my account but the balance is the same,5,balance_not_updated_after_bank_transfer,8627
"I want to add money to my international card, so are there any fees charged to do this?",57,top_up_by_card_charge,9178
How can I top up with Google play?,2,apple_pay_or_google_pay,9767
why has a cash withdrawal charged me?,19,cash_withdrawal_charge,9348
What currencies and cards do you support?,54,supported_cards_and_currencies,2950
Are you able to delete my account?,55,terminate_account,6139
I can't find out how to top-up my account using cash.,58,top_up_by_cash_or_cheque,8042
Which ATM's can I use to make a withdrawal?,3,atm_support,4549
Am I able to stop a transfer?,8,cancel_transfer,2145
I made a cash withdrawal and it is still listed as a pending transaction.,46,pending_cash_withdrawal,838
Can you give me the restrictions of the disposable cards?,29,disposable_card_limits,4345
"I no longer have my phone, what should I do?",42,lost_or_stolen_phone,5319
Reason for my card to decline,25,declined_card_payment,5973
What do I have to do to activate my card?,0,activate_my_card,9213
Would reinstalling the app solve the problem?,23,contactless_not_working,1788
I noticed that there's a payment on my card that's pending.,45,pending_card_payment,5177
I deposited a check a few days ago and it's still not gone in! Please help me with this,6,balance_not_updated_after_cheque_or_cash_deposit,3447
"If I wanted to change my PIN, how would I do that?",21,change_pin,6893
What should I do if I think that someone might be using me card?,22,compromised_card,4536
Why is there an extra charge of 1 dollar on my statement?,34,extra_charge_on_statement,701
Where do i verify a top-up card?,71,verify_top_up,7779
"I'd like to make a SEPA transfer to my account, but will I be charged?",56,top_up_by_bank_transfer_charge,1911
"My Bank is in Europe, how long will the transfer take?",67,transfer_timing,6627
I want a refund for an item,52,request_refund,5517
How do you do currency exchanges?,32,exchange_rate,382
Where do you get those exchange rates?,32,exchange_rate,401
I am having a problem proving who I am,68,unable_to_verify_identity,3970
Why was I charged an extra fee from the ATM?,19,cash_withdrawal_charge,9459
"To deliver to the US, how long will it take?",12,card_delivery_estimate,1028
I need to change my address in the personal details.,30,edit_personal_details,3669
I would like to top up my account automatically. How do I do that?,4,automatic_top_up,1147
Help me use American Express to add money to the account.,54,supported_cards_and_currencies,2960
My refund for a purchase hasn't  cone through yet.,51,Refund_not_showing_up,5816
"A transaction I did to my friend hasn't arrived yet, why?",66,transfer_not_received_by_recipient,2715
How much does it cost to top up a US-issued card?,57,top_up_by_card_charge,9114
Can I get a Visa from you?,73,visa_or_mastercard,4219
Help me!  I don't know what my password is.,44,passcode_forgotten,4814
Is there a way you can have money from a purchase I made refunded to my account.,52,request_refund,5392
Is it possible to have an item refunded?,52,request_refund,5446
"So, my transfer is showing as pending, when will it actually go through?",48,pending_transfer,6109
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",48,pending_transfer,6094
Can I reset my PIN if it is blocked?,49,pin_blocked,1673
Please provide me a list of ATMs that accept my card.,3,atm_support,4577
Why would a transfer to an account not be allowed?,7,beneficiary_not_allowed,7052
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,6,balance_not_updated_after_cheque_or_cash_deposit,3413
Can I be charged for exchanging foreign currency?,31,exchange_charge,9045
How do I edit the personal details on my account?,30,edit_personal_details,3663
Is it okay to hold money in multiple currencies?,36,fiat_currency_support,884
What is this $1 charge on my account?,34,extra_charge_on_statement,665
can i get a card if I live in the usa?,24,country_support,9900
Why is there an extra fee on my statement?,34,extra_charge_on_statement,571
I made a payment but the app cancelled it.,53,reverted_card_payment?,6758
I'm still waiting for my card that was issued a week ago. What should I do?,11,card_arrival,113
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",19,cash_withdrawal_charge,9419
I can't remember my password.,44,passcode_forgotten,4854
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,8,cancel_transfer,2229
Where can I check to see where the money in my account came from?,70,verify_source_of_funds,6584
if im not using my account should i close it or just let it sit,55,terminate_account,6163
I tried to deposit a cheque into my account and it is not letting me.,58,top_up_by_cash_or_cheque,8036
My app statement shows I took out cash from an ATM but I did not. What can I do?,20,cash_withdrawal_not_recognised,8830
Is there an exchange rate?,32,exchange_rate,348
How come I was charged an extra fee when paying with the card?,15,card_payment_fee_charged,2606
I didn't make a payment at this business.,16,card_payment_not_recognised,3545
What do I do if I completed a money transfer but the recipient hasn't received it?,66,transfer_not_received_by_recipient,2763
Is it possible to hold money in different currencies?,36,fiat_currency_support,978
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",15,card_payment_fee_charged,2532
How much is ok for me to top up with?,60,top_up_limits,2243
"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",8,cancel_transfer,2154
Where are the ATMs that I can use Mastercard?,3,atm_support,4605
Why is the cash transaction still showing as not completed?,46,pending_cash_withdrawal,857
What do I do if I have exceeded all my PIN tries?,49,pin_blocked,1732
Can you tell me why my transfer declined?,27,declined_transfer,5579
Do you have EUR currency available for me?,36,fiat_currency_support,988
"When I received my money, it was not in the correct amount. The exchange rate was not what it should have been.",76,wrong_exchange_rate_for_cash_withdrawal,8314
What is this witdrawal,20,cash_withdrawal_not_recognised,8802
How do I link a new card to an existing one?,13,card_linking,246
Are there any hidden limit on the auto top-up?,4,automatic_top_up,1184
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,52,request_refund,5424
"There is a direct debit charge that I don't recognize, what can I do?",28,direct_debit_payment_not_recognised,4784
"I need my PIN, where is it?",38,get_physical_card,4008
When can I expect delivery?,12,card_delivery_estimate,1022
"Hi, I have an apple watch. How do I use it to top up my card?",2,apple_pay_or_google_pay,9644
Do you offer account's for minors?,1,age_limit,1650
"I sent a payment, but the person I sent it to says they don't have it",66,transfer_not_received_by_recipient,2843
What is the dollar that I have pending on my statement there?,34,extra_charge_on_statement,679
I just saw a fee on my account. When do these get charged?,15,card_payment_fee_charged,2659
There is a direct debit transaction that I did not authorize,28,direct_debit_payment_not_recognised,4685
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,28,direct_debit_payment_not_recognised,4808
How do I fix my card if it is broken?,14,card_not_working,1280
Can I choose from either Visa or Mastercard?,73,visa_or_mastercard,4132
Why has my top up been cancelled,61,top_up_reverted,3206
How much is the charge for a foreign currency exchange?,31,exchange_charge,9029
I need help reapplying my top-up. It seems it isn't working.,59,top_up_failed,8553
What does pending payment mean?,45,pending_card_payment,5124
Can third party fees affect a transfer?,56,top_up_by_bank_transfer_charge,1912
"I heard that you support more than one type of fiat currency, would you tell me which ones please?",36,fiat_currency_support,982
Can someone assist me with updating my account details with changing my last name?,30,edit_personal_details,3740
How do I get a disposable virtual card as well?,37,get_disposable_virtual_card,8372
What do you require for identification verification?,69,verify_my_identity,9861
How much do I have to pay to accept an international transfer?,31,exchange_charge,8979
Where is my refund? it appears to be missing.,51,Refund_not_showing_up,5760
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66,transfer_not_received_by_recipient,2810
Am I going to be charged for receiving  money?,56,top_up_by_bank_transfer_charge,1892
What is the reason for my card payment to be reverted?,53,reverted_card_payment?,6814
I have been charged two times for one transaction.,63,transaction_charged_twice,6366
Why will my transfer not go through?!  Keep getting an error message.,7,beneficiary_not_allowed,7100
Is this open to residents of all countries?,24,country_support,9905
I cannot find my refund on my statement.,51,Refund_not_showing_up,5747
Please assist me in activating the card.,0,activate_my_card,9218
I took out money from the ATM and it's still showing as pending?,46,pending_cash_withdrawal,855
I would like to get an account for my child.,1,age_limit,1630
Are these cards available in europe?,24,country_support,9878
What ATMs will allow me to change my PIN?,21,change_pin,6990
What should I do if I don't know my password?,44,passcode_forgotten,4818
Why have I been charged a fee for cash withdrawal?,19,cash_withdrawal_charge,9339
What different currencies can I get?,33,exchange_via_app,1452
"I want to know which currencies and cards are supported, can you provide a list?",54,supported_cards_and_currencies,2977
"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",64,transfer_fee_charged,7232
Is there a way to track my card?,11,card_arrival,89
I purchased this item and would like a refund,52,request_refund,5423
Cancelling a transaction,8,cancel_transfer,2214
Why hasn't the app verified my identity?,68,unable_to_verify_identity,3979
How long will it take my card to get here?,12,card_delivery_estimate,1057
I need to update my phone number.,30,edit_personal_details,3757
I would like to cancel my order.,52,request_refund,5412
"I have enough money in my account, so why is my card being declined?",25,declined_card_payment,5978
"I want to link to my card card with you, how?",13,card_linking,226
Is the PIN separately delivered?,38,get_physical_card,4078
How old does one need to be?,1,age_limit,1657
Transferring money using credit card,62,topping_up_by_card,4290
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",41,lost_or_stolen_card,1497
If I live outside of the UK am I still eligible for a card?,24,country_support,9879
Where are cards available to order?,43,order_physical_card,8151
How can my new card be activated?,0,activate_my_card,9215
Why are there additional fees for transfers?,64,transfer_fee_charged,7303
Can I top-up my google pay?,2,apple_pay_or_google_pay,9719
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",49,pin_blocked,1710
do you accept from usa credit card?,54,supported_cards_and_currencies,2984
Why is my app showing me taking money that I did not take out?,20,cash_withdrawal_not_recognised,8919
Why is my cash request and the amount I received different?,75,wrong_amount_of_cash_received,2334
Seems like my top up has been cancelled,61,top_up_reverted,3172
Why is it saying I have a pending payment?,45,pending_card_payment,5241
Activate my card,0,activate_my_card,9197
I need clarity on why my card is not working.,14,card_not_working,1346
I need to change my personal details in my account.,30,edit_personal_details,3676
My passcode is not being accepted,44,passcode_forgotten,4848
Will I be charged for a top off transfer?,56,top_up_by_bank_transfer_charge,1841
How do I replace my card?,9,card_about_to_expire,9616
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,49,pin_blocked,1763
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,5,balance_not_updated_after_bank_transfer,8668
Help me unblock my PIN.,49,pin_blocked,1693
Can I top off with a debit card?,54,supported_cards_and_currencies,2925
What do I need to do to transfer money with my credit card?,62,topping_up_by_card,4299
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal,8323
"I'm not in the UK, but can I still get a card?",24,country_support,9964
what is the cost for exchanging currencies?,31,exchange_charge,8994
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",66,transfer_not_received_by_recipient,2809
Can I start an account for my kids?,1,age_limit,1566
"Money was taken out without my consent,",20,cash_withdrawal_not_recognised,8882
Is there a way to see my money's source?,70,verify_source_of_funds,6550
do i have to wait for a physical card before i get my pin,38,get_physical_card,4019
There are charges on my card that I haven't purchased.,22,compromised_card,4471
Is there an automatic top up feature?,4,automatic_top_up,1126
Can i cancel this purchase?,52,request_refund,5374
Please help me delete this account.,55,terminate_account,6217
Can I choose my card scheme?,73,visa_or_mastercard,4170
How do I get a refund for something I bought?,52,request_refund,5395
My transaction has not been received. When are you going to process it?,66,transfer_not_received_by_recipient,2811
Can this app exchange American and English currency?,33,exchange_via_app,1470
why wouldnt the atm give me money,26,declined_cash_withdrawal,5024
I could not get the ATM to work,26,declined_cash_withdrawal,5002
I have a charge I did not make.,16,card_payment_not_recognised,3642
Can I tell what business will take this card?,10,card_acceptance,3099
How long am I to wait before the transfer gets to my account?,67,transfer_timing,6594
the exchange rate is wrong from something I got in another country,17,card_payment_wrong_exchange_rate,496
How to order a virtual card,40,getting_virtual_card,3020
What's the process for topping up my card?,62,topping_up_by_card,4313
Was my transaction reverted with my card?,53,reverted_card_payment?,6791
Would I be able to top up as much as I can?,60,top_up_limits,2239
I do not have the information to verify my identify.,68,unable_to_verify_identity,3943
Purchases I did not make are appearing in my bank statement?,28,direct_debit_payment_not_recognised,4755
Can you please check the exchange rate when I was getting cash?,76,wrong_exchange_rate_for_cash_withdrawal,8341
My transaction from earlier needs to be reversed.,8,cancel_transfer,2218
Am I able to change my PIN at certain cash machines?,21,change_pin,6952
"In regards to my card payment, the exchange rate is incorrect.",17,card_payment_wrong_exchange_rate,452
Can I get my card fast tracked?,12,card_delivery_estimate,1010
"I've obtained the card, how do I enable it on the app?",13,card_linking,220
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,19,cash_withdrawal_charge,9359
What does a 'pending payment' mean?,45,pending_card_payment,5167
Tell me why there is a charge on my cash withdrawl.,19,cash_withdrawal_charge,9401
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,47,pending_top_up,1988
Are refunds allowed for certain items.,52,request_refund,5400
My card isn't working at all. What happened?,14,card_not_working,1275
How long will it take for a bank transfer to show up on my account? It's been a couple hours but I havnt seen anything yet. Also it's from a UK account if that makes any difference.,5,balance_not_updated_after_bank_transfer,8621
How can I exchange AUD for GBP?,33,exchange_via_app,1368
How much does top up fees cost?,57,top_up_by_card_charge,9177
Can you explain why my payment was charged a fee?,15,card_payment_fee_charged,2545
"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",59,top_up_failed,8485
How come I have pending transfers?,48,pending_transfer,6055
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",59,top_up_failed,8519
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,7,beneficiary_not_allowed,7093
"There was just a withdrawal but it wasn't me, I've never even visited the town where the withdrawal happened.",20,cash_withdrawal_not_recognised,8878
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35,failed_transfer,7493
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46,pending_cash_withdrawal,760
Why is top up not working if I use my American express with my apple pay?,2,apple_pay_or_google_pay,9705
Which countries do you work with?,24,country_support,9917
I have a transaction and would like to know if I it's cancelable?,8,cancel_transfer,2141
i can not see my top up,62,topping_up_by_card,4236
Are you only able to get a card if you're in the UK?,24,country_support,9953
"What does it mean when a transfer is ""pending""?",48,pending_transfer,6123
What are the steps I should take to recover my swallowed card?,18,card_swallowed,6303
I was issued a card about a week ago. why hasn't it come in yet?,11,card_arrival,110
i noticed that the funds were returned to my bank account. What happened?,61,top_up_reverted,3278
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",61,top_up_reverted,3202
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,64,transfer_fee_charged,7231
How to modify my details.,30,edit_personal_details,3721
Please tell my why I was charged a fee for using my card?,15,card_payment_fee_charged,2654
Why do we need to verify top-ups?,71,verify_top_up,7771
It looks like I was charged twice for a single transaction,63,transaction_charged_twice,6343
I have made a recent check and cash deposit that isn't reflected in my balance.,6,balance_not_updated_after_cheque_or_cash_deposit,3345
How do I order another card?,39,getting_spare_card,7900
How will I know what the exchange rate is?,32,exchange_rate,359
Why hasn't my withdrawal shown on my statement?,46,pending_cash_withdrawal,763
My card got charged twice for the same thing!,63,transaction_charged_twice,6309
Can I receive my card anywhere?,43,order_physical_card,8109
Do I need a photo ID to activate a my new card?,0,activate_my_card,9190
I need to terminate my account immediately.,55,terminate_account,6202
Can you tell me why my card payment did not work?,25,declined_card_payment,5909
Can I change from AUD to GBP?,33,exchange_via_app,1357
Why is the transfer still pending?  Can I do something?,48,pending_transfer,6090
How can I order my card?,43,order_physical_card,8119
I don't know what this Direct Debit payment is.,28,direct_debit_payment_not_recognised,4775
Where is this card accepted?,10,card_acceptance,3151
Looks like my top up failed.,59,top_up_failed,8495
What are the various currencies and cards that you offer support for?,54,supported_cards_and_currencies,2987
My card payment has the wrong exchange rate,17,card_payment_wrong_exchange_rate,498
I didn't cancel my top-up.,61,top_up_reverted,3162
Can you help me find the virtual card?,40,getting_virtual_card,3023
Why does my statement show a $1 charge on my account?,34,extra_charge_on_statement,636
"Pending still shows on this transfer, why?",48,pending_transfer,6136
Why was my request for cash declined?,26,declined_cash_withdrawal,4928
Remove my account immediately.,55,terminate_account,6138
Today I used my card at a restaurant and it was declined. Why?,14,card_not_working,1322
"When I got cash, my exchange rate was off.",76,wrong_exchange_rate_for_cash_withdrawal,8329
Is there a list of ATMs that take this card?,3,atm_support,4600
I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange.,7,beneficiary_not_allowed,7039
"If I order a new card, how much will it be and how long will it take me to get it?",9,card_about_to_expire,9594
Why have I not yet received my virtual card?,40,getting_virtual_card,3079
"If I don't live in the UK, can I get a card?",24,country_support,9936
I believe my card has been compromised because of a strange withdrawal,20,cash_withdrawal_not_recognised,8859
Does it cost to top up my card?,57,top_up_by_card_charge,9087
I'm seeing a direct debit payment that is not me.,28,direct_debit_payment_not_recognised,4668
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,16,card_payment_not_recognised,3566
I have no idea why there is a dollar that has been charged to my account.,34,extra_charge_on_statement,583
My cash withdrawl has the wrong rate of exchange.,76,wrong_exchange_rate_for_cash_withdrawal,8309
I have an unfamiliar direct debit in my statement.,28,direct_debit_payment_not_recognised,4761
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,66,transfer_not_received_by_recipient,2699
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",45,pending_card_payment,5111
My card was declined but it shows as multiple charges?,63,transaction_charged_twice,6430
Do I have to verify the top-up?,71,verify_top_up,7746
I can't withdraw money,26,declined_cash_withdrawal,4941
"Help, the ATM didn't give me all the money I requested",75,wrong_amount_of_cash_received,2469
What is the age requirement?,1,age_limit,1659
"I see a transfer fee, but to my understand, that should have been free, what happened?",64,transfer_fee_charged,7186
Are EUR exchanges allowed?,36,fiat_currency_support,889
I need a single use card for shopping online,37,get_disposable_virtual_card,8462
Which establishments will accept my card?,10,card_acceptance,3122
How can I change my name because I just got married?,30,edit_personal_details,3666
Do you have any card fees if I want to add money using an international card?,57,top_up_by_card_charge,9137
Are there specific ATM's I can use with this card?,3,atm_support,4624
I did a transfer but its still pending,48,pending_transfer,6054
What's the card you sent me's tracking number?,11,card_arrival,121
Verifying top-up cards necessary?,71,verify_top_up,7784
What would the age limit be?,1,age_limit,1598
How does the exchange rate work on this app?,32,exchange_rate,395
"
I can't seem to be able to use my card


",14,card_not_working,1290
How can many disposable cards can I have per day?,29,disposable_card_limits,4371
My card hasn't arrived yet. What do I do?,11,card_arrival,149
I will be traveling and want money to be added automatically in certain intervals. Is this possible?,4,automatic_top_up,1168
Do you have any fees if I want to add money using an international card.,57,top_up_by_card_charge,9081
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,15,card_payment_fee_charged,2683
Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...,5,balance_not_updated_after_bank_transfer,8659
I was charged multiple times at the same location at the same time,63,transaction_charged_twice,6372
Whats the transfer process,65,transfer_into_account,7570
I need several disposable cards made per day.,29,disposable_card_limits,4429
I did a transfer but the balance is the same.,5,balance_not_updated_after_bank_transfer,8672
The transger I tried to make failed.,35,failed_transfer,7557
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",47,pending_top_up,1936
The app says my transfer failed,35,failed_transfer,7478
I have a transfer that was declined.,27,declined_transfer,5599
What are the sources for the funds in my account?,70,verify_source_of_funds,6484
I would like to know how much I can top-up.,60,top_up_limits,2261
What do I need to see my source of money?,70,verify_source_of_funds,6523
"Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",59,top_up_failed,8578
How was I charged extra when I used my card to pay?,15,card_payment_fee_charged,2636
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,20,cash_withdrawal_not_recognised,8877
"I don't want this account anymore, how do I delete it?",55,terminate_account,6204
Do you accept cheques for top ups?,58,top_up_by_cash_or_cheque,8046
I put money in my account a week ago but its still not there?? What happened to my money?,6,balance_not_updated_after_cheque_or_cash_deposit,3416
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,8,cancel_transfer,2205
The cash I wanted wasn't there.,75,wrong_amount_of_cash_received,2351
I don't recognise a Direct Debit payment,28,direct_debit_payment_not_recognised,4675
How many countries do you work in?,24,country_support,9952
What should I do if someone else used my card?,22,compromised_card,4498
how do I find the code to verify the top up card?,71,verify_top_up,7707
Can I add money to my account with cash?,58,top_up_by_cash_or_cheque,7945
Do you receive SWIFT transfers?,56,top_up_by_bank_transfer_charge,1825
I must change my address.,30,edit_personal_details,3736
Why isn't my pending transfer finished?,48,pending_transfer,6051
Can I transfer my paycheck to the account?,50,receiving_money,7397
Can an American resident apply to get a card?,24,country_support,9976
I want to top up my account. What payment methods are supported?,54,supported_cards_and_currencies,2980
My daughter needs an acount.,1,age_limit,1658
Does it cost anything to do currency exchanges?,31,exchange_charge,9040
I need to change my phone number.,30,edit_personal_details,3672
How do I transfer money between two of my accounts?,65,transfer_into_account,7638
I paid with a card and there is an extra charge. Why?,15,card_payment_fee_charged,2575
"Show me how to link the new card,",13,card_linking,165
"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",35,failed_transfer,7531
What are the steps for  making a transfer for topping up?,65,transfer_into_account,7636
Am I charged if I make a top-up?,56,top_up_by_bank_transfer_charge,1876
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",68,unable_to_verify_identity,3934
I've been waiting for a top up to come through for over an hour and I need the funds now.,47,pending_top_up,1966
Can I set automatic top ups?,4,automatic_top_up,1151
I think the exchange rate on my card payment is incorrect.,17,card_payment_wrong_exchange_rate,531
"How long do transfers from a UK bank account usually take for you? I just made a transfer and I'm not seeing anything, wondering if it worked",5,balance_not_updated_after_bank_transfer,8701
When will I get my money? It's been too long.,66,transfer_not_received_by_recipient,2806
Will I get charged for sending out more cards?,39,getting_spare_card,7870
Is there a longer processing time for international bank transfers?,5,balance_not_updated_after_bank_transfer,8646
"My cash withdrawal shows pending, why?",46,pending_cash_withdrawal,796
Why did I not get the amount of money I requested?,75,wrong_amount_of_cash_received,2361
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,25,declined_card_payment,5855
Where is the top-up verification code?,71,verify_top_up,7743
Can I order a disposable virtual card?,37,get_disposable_virtual_card,8432
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6,balance_not_updated_after_cheque_or_cash_deposit,3399
I just got my new card and tried using it and it was declined?,25,declined_card_payment,5968
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,11,card_arrival,78
My payment did not go through because the app reverted it,53,reverted_card_payment?,6880
I happened to forget my password,44,passcode_forgotten,4834
How can I top up my account with a cheque?,58,top_up_by_cash_or_cheque,8044
I want to revert a transaction I did this morning,8,cancel_transfer,2095
Why was a fee added to my bill when I used my card?,15,card_payment_fee_charged,2653
How can I check if I have received a refund if it is not yet on my statement?,51,Refund_not_showing_up,5706
My card payment failed.,25,declined_card_payment,5867
When did you send me my new card?,11,card_arrival,5
Can I make an account for my kids?,1,age_limit,1574
Is there a tracking number for the card?,11,card_arrival,99
How do I top-up while traveling?,4,automatic_top_up,1234
What do I do now that I can't use this card?,14,card_not_working,1297
How long does it take for deliver to the US?,12,card_delivery_estimate,1039
Why is the payment I made still pending?,45,pending_card_payment,5195
"My card payment was reverted, why?",53,reverted_card_payment?,6764
Does the auto top-up have any limits?,4,automatic_top_up,1122
My card hasn't been working for even small transactions today.,14,card_not_working,1283
Can you unblock my blocked pin?,49,pin_blocked,1716
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61,top_up_reverted,3290
When will my cheque process?,6,balance_not_updated_after_cheque_or_cash_deposit,3402
I am unable to use my card.,14,card_not_working,1293
Why can't the recepient of my money transaction see it?,66,transfer_not_received_by_recipient,2792
When will my transfer be in my account?,67,transfer_timing,6644
I need to know what your exchange rates are.,32,exchange_rate,307
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,17,card_payment_wrong_exchange_rate,456
Can I use my salary for this?,50,receiving_money,7383
"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",45,pending_card_payment,5109
Why would my card payment get reverted?,53,reverted_card_payment?,6760
terminate my account please,55,terminate_account,6219
Has my top-up gone through?,61,top_up_reverted,3160
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",40,getting_virtual_card,3076
Where in the app do I link a new card?,13,card_linking,274
"Soon my card will expire, how do I get a new one?",9,card_about_to_expire,9612
Where can I sign up for a virtual card?,40,getting_virtual_card,3067
there is a transfer pending.,48,pending_transfer,6114
I need a physical card.  What are the fees?,43,order_physical_card,8143
Is it possible for me to give my daughter a second card for this account?,39,getting_spare_card,7888
The app says that I got cash in an ATM and I didn't,20,cash_withdrawal_not_recognised,8848
"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",51,Refund_not_showing_up,5793
Can I activate my card?,0,activate_my_card,9209
I can't get my actual card to work,14,card_not_working,1337
What should I do if I think someone stole my details and used my information to make some transactions?,22,compromised_card,4501
My account says I have money but I withdrew it in cash.,46,pending_cash_withdrawal,797
What do I do when I get close to the expiration date of my card?,9,card_about_to_expire,9635
Should my top up still be pending?,47,pending_top_up,2016
Do you have any accounts for children ?,1,age_limit,1639
Can you provide information for freezing my card immediately?,41,lost_or_stolen_card,1480
What's taking my top-up so long?,47,pending_top_up,2061
I cannot remember my passcode.,44,passcode_forgotten,4870
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,21,change_pin,6955
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49,pin_blocked,1770
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",63,transaction_charged_twice,6357
The attempted transfer failed.,35,failed_transfer,7538
I can't enter my passcode.,44,passcode_forgotten,4910
Do you send more than one card?,39,getting_spare_card,7919
Are there any extras for exchanging currency?,31,exchange_charge,8990
"I need to order a new virtual card, how do I do that?",40,getting_virtual_card,2999
My disposable virtual card won't work.,72,virtual_card_not_working,8200
Why am I getting a fee on a card payment?,15,card_payment_fee_charged,2572
Can I change or hold different currency?,36,fiat_currency_support,906
Why hasn't my top-up gone through?,47,pending_top_up,2015
I made a payment but it's still pending,45,pending_card_payment,5200
I noticed my exchange rate was incorrect when I got cash.,76,wrong_exchange_rate_for_cash_withdrawal,8265
I've forgotten my app passcode completely.,44,passcode_forgotten,4896
"I'm trying to verify my top-up card, but I can't find the code...?",71,verify_top_up,7705
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,64,transfer_fee_charged,7262
I transferred some cash and it didn't arrive,66,transfer_not_received_by_recipient,2797
Why do we need to verify a top-up card?,71,verify_top_up,7712
I want to close my account. The service you provide is unsatisfactory to me.,55,terminate_account,6195
Do you have a limit for someone's age?,1,age_limit,1638
Is the PIN sent in another message?,38,get_physical_card,4086
Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,19,cash_withdrawal_charge,9412
What has to be done to verify my identity?,69,verify_my_identity,9831
What do I do to Top up my card?,62,topping_up_by_card,4252
